geoplugin_request,geoplugin_status,geoplugin_delay,geoplugin_credit,geoplugin_city,geoplugin_region,geoplugin_regionCode,geoplugin_regionName,geoplugin_areaCode,geoplugin_dmaCode,geoplugin_countryCode,geoplugin_countryName,geoplugin_inEU,geoplugin_euVATrate,geoplugin_continentCode,geoplugin_continentName,geoplugin_latitude,geoplugin_longitude,geoplugin_locationAccuracyRadius,geoplugin_timezone,geoplugin_currencyCode,geoplugin_currencySymbol,geoplugin_currencySymbol_UTF8,geoplugin_currencyConverter
173.123.157.175,200,3ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.161.160,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.163.49,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.172.254,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.186.102,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.192.224,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.196.135,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.204.117,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.21.58,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.211.50,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.212.81,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.4.140,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.41.129,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.44.116,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.45.184,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.5.242,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.52.37,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.57.183,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.59.139,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.79.79,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.123.90.87,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.126.107.20,206,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,Texas,TX,Texas,,,US,United States,0,False,NA,North America,32.7787,-96.8217,1000,America/Chicago,USD,$,$,0.0
173.127.10.4,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.102.248,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.105.106,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.107.19,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.108.144,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.11.100,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.112.106,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.114.36,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.115.88,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.123.160,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.123.225,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.13.65,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.20.115,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.20.174,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.23.253,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.33.133,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.33.241,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.36.184,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.36.190,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.36.228,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.40.170,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.40.25,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.44.50,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.44.65,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.47.45,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.48.40,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.49.144,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.53.126,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.55.135,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.56.209,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.59.159,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.6.41,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.67.70,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.7.219,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.77.151,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.79.63,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.8.49,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.80.231,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.80.254,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.89.155,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.91.200,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.127.93.78,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.134.114.250,206,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",,Minnesota,MN,Minnesota,,,US,United States,0,False,NA,North America,44.9834,-93.2622,1000,America/Chicago,USD,$,$,0.0
173.149.129.239,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.136.60,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.140.118,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.140.36,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.142.35,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.155.61,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.157.75,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.157.87,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.158.44,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.159.126,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.160.96,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.176.218,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.177.187,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.180.43,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.192.116,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.192.150,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.192.220,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.202.225,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.206.146,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.209.79,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.224.202,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.234.119,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.239.160,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.241.156,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.245.229,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.246.55,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.149.249.154,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Houston,Texas,TX,Texas,,618,US,United States,0,False,NA,North America,29.772,-95.3644,1000,America/Chicago,USD,$,$,0.0
173.172.166.90,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.7026,-98.4759,5,America/Chicago,USD,$,$,0.0
173.172.202.149,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",El Paso,Texas,TX,Texas,,765,US,United States,0,False,NA,North America,31.7703,-106.3006,20,America/Denver,USD,$,$,0.0
173.173.100.228,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4873,-98.4532,5,America/Chicago,USD,$,$,0.0
173.173.100.232,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4873,-98.4532,5,America/Chicago,USD,$,$,0.0
173.173.100.45,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4873,-98.4532,5,America/Chicago,USD,$,$,0.0
173.173.101.109,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4873,-98.4532,5,America/Chicago,USD,$,$,0.0
173.173.101.207,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4873,-98.4532,5,America/Chicago,USD,$,$,0.0
173.173.102.136,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4873,-98.4532,5,America/Chicago,USD,$,$,0.0
173.173.102.182,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",San Antonio,Texas,TX,Texas,,641,US,United States,0,False,NA,North America,29.4873,-98.4532,5,America/Chicago,USD,$,$,0.0
