geoplugin_request,geoplugin_status,geoplugin_delay,geoplugin_credit,geoplugin_city,geoplugin_region,geoplugin_regionCode,geoplugin_regionName,geoplugin_areaCode,geoplugin_dmaCode,geoplugin_countryCode,geoplugin_countryName,geoplugin_inEU,geoplugin_euVATrate,geoplugin_continentCode,geoplugin_continentName,geoplugin_latitude,geoplugin_longitude,geoplugin_locationAccuracyRadius,geoplugin_timezone,geoplugin_currencyCode,geoplugin_currencySymbol,geoplugin_currencySymbol_UTF8,geoplugin_currencyConverter
172.58.108.72,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.108.93,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.108.94,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.108.97,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.108,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.109,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.111,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.121,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.124,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.128,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.13,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.133,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.140,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.15,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.150,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.155,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.163,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.173,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.175,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.183,200,3ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.187,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.196,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.206,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.21,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.220,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.222,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.223,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.225,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.232,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.241,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.245,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.251,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.252,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.30,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.33,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.44,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.48,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.54,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.59,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.6,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.64,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.69,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.80,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.109.83,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.130,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.135,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.140,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.141,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.144,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.145,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.147,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.148,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.149,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.151,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.152,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.154,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.156,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.158,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.159,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.164,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.170,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.171,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.172,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.174,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.175,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.176,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.181,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.183,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.184,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.186,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.189,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.191,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.193,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.195,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.198,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.199,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.206,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.207,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.210,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.211,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.215,200,0ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.217,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.220,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.221,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.222,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.227,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.230,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.231,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.234,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.236,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.238,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.239,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.240,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.242,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.247,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.110.34,200,2ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.111.105,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.111.115,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.111.139,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.111.140,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
172.58.111.141,200,1ms,"Some of the returned data includes GeoLite data created by MaxMind, available from <a href='http://www.maxmind.com'>http://www.maxmind.com</a>.",Dallas,Texas,TX,Texas,,623,US,United States,0,False,NA,North America,32.7123,-96.7939,500,America/Chicago,USD,$,$,0.0
